Organism	Genome Source	Genome Version/Assembly ID	Is Reference Strain	Contigs	Supercontigs	Chromosomes	Species	Strain	VEuPathDB Project	taxId	asmId	genBank	refSeq	identical	sciName	comName	ucscBrowser
Blumeria hordei strain RACE1	INSDC	GCA_900237765.1	yes	0	99	0	Blumeria hordei	strain RACE1	FungiDB	2867405.0	GCA_900237765.1_BghRACE1_v1	GCA_900237765.1		False	Blumeria hordei	grass mildew (RACE1 RACE1 2018)	https://genome.ucsc.edu/h/GCA_900237765.1
Blastocrithidia nonstop P57	INSDC	GCA_028554745.1	yes	0	77	0	Blastocrithidia nonstop	P57	TriTrypDB	2592485.0	GCA_028554745.1_ASM2855474v1	GCA_028554745.1		False	Blastocrithidia sp. p57	Blastocrithidia sp. (p57 2023)	https://genome.ucsc.edu/h/GCA_028554745.1
Babesia ovata strain Miyake	GenBank	GCA_002897235.1	yes	91	0	0	Babesia ovata	strain Miyake	PiroplasmaDB	189622.0	GCF_002897235.1_Bovata_7.1	GCA_002897235.1	GCF_002897235.1	True	Babesia ovata	apicomplexans B.ovata (Miyake 2017)	https://genome.ucsc.edu/h/GCF_002897235.1
Blastomyces percursus strain EI222	INSDC	GCA_001883805.1	yes	0	3868	0	Blastomyces percursus	strain EI222	FungiDB	1658174.0	GCA_001883805.1_Blas_perc_EI222_V1	GCA_001883805.1		False	Blastomyces percursus	ascomycetes B.percursus (EI222 2016)	https://genome.ucsc.edu/h/GCA_001883805.1
Bodo saltans strain Lake Konstanz	GenBank	GCA_001460835.1	yes	0	2256	0	Bodo saltans	strain Lake Konstanz	TriTrypDB	75058.0	GCA_001460835.1_BSAL	GCA_001460835.1		False	Bodo saltans	Bodo saltans (Lake Konstanz 2015)	https://genome.ucsc.edu/h/GCA_001460835.1
Babesia sp. Xinjiang Xinjiang	GenBank	GCA_002095265.1	yes	0	215	0	Babesia sp. Xinjiang	Xinjiang	PiroplasmaDB	462227.0	GCF_002095265.1_B_xinjiang1.0	GCA_002095265.1	GCF_002095265.1	True	Babesia sp. Xinjiang	apicomplexans B.sp. (Xinjiang 2017)	https://genome.ucsc.edu/h/GCF_002095265.1
Cryptosporidium andersoni isolate 30847	GenBank	GCA_001865355.1	yes	135	0	0	Cryptosporidium andersoni	isolate 30847	CryptoDB	117008.0	GCF_001865355.1_ASM186535v1	GCA_001865355.1	GCF_001865355.1	True	Cryptosporidium andersoni	apicomplexans C.andersoni (30847 2016)	https://genome.ucsc.edu/h/GCF_001865355.1
Candida auris strain 6684	INSDC	GCA_001189475.1	no	0	99	0	[Candida] auris	6684	FungiDB	498019.0	GCF_001189475.1_ASM118947v1	GCA_001189475.1	GCF_001189475.1	True	Candida auris	budding yeast C.auris (6684 2015 refseq)	https://genome.ucsc.edu/h/GCF_001189475.1
Candida auris strain B11220	INSDC	GCA_003013715.2	no	0	0	7	[Candida] auris	B11220	FungiDB	498019.0	GCF_003013715.1_ASM301371v2	GCA_003013715.2	GCF_003013715.1	True	Candida auris	budding yeast C.auris (B11220 2019)	https://genome.ucsc.edu/h/GCF_003013715.1
Candida auris strain B11221	INSDC	GCA_002775015.1	no	0	20	0	[Candida] auris	B11221	FungiDB	498019.0	GCF_002775015.1_Cand_auris_B11221_V1	GCA_002775015.1	GCF_002775015.1	True	Candida auris	budding yeast C.auris (B11221 2017 refseq)	https://genome.ucsc.edu/h/GCF_002775015.1
Candida auris strain B11243	INSDC	GCA_003014415.1	no	0	238	0	[Candida] auris	B11243	FungiDB	498019.0	GCA_003014415.1_Cand_auris_B11243	GCA_003014415.1		False	Candida auris	budding yeast C.auris (B11243 2018)	https://genome.ucsc.edu/h/GCA_003014415.1
Candida auris strain B11245	INSDC	GCA_008275145.1	no	0	0	7	[Candida] auris	B11245	FungiDB	498019.0	GCA_008275145.1_ASM827514v1	GCA_008275145.1		False	Candida auris	budding yeast C.auris (B11245 2019)	https://genome.ucsc.edu/h/GCA_008275145.1
Cryptosporidium bovis isolate 45015	INSDC	GCA_009768925.2	yes	0	55	0	Cryptosporidium bovis	isolate 45015	CryptoDB	310047.0	GCF_009768925.1_ASM976892v2	GCA_009768925.2	GCF_009768925.1	True	Cryptosporidium bovis	apicomplexans C.bovis (45015 2021)	https://genome.ucsc.edu/h/GCF_009768925.1
Cladophialophora carrionii KSF	GenBank	GCA_001700775.1	yes	22	0	0	Cladophialophora carrionii	KSF	FungiDB	86049.0	GCA_001700775.1_ASM170077v1	GCA_001700775.1		False	Cladophialophora carrionii	ascomycetes C.carrionii (KSF 2016)	https://genome.ucsc.edu/h/GCA_001700775.1
Cyclospora cayetanensis strain CHN_HEN01	GenBank	GCA_000769155.2	yes	2297	0	0	Cyclospora cayetanensis	strain CHN_HEN01	ToxoDB	88456.0	GCF_000769155.1_ASM76915v2	GCA_000769155.2	GCF_000769155.1	True	Cyclospora cayetanensis	apicomplexans C.cayetanensis (CHN_HEN01 2016)	https://genome.ucsc.edu/h/GCF_000769155.1
Cryptococcus cf. gattii MF34	INSDC	GCA_009650685.1	yes	0	2	13	Cryptococcus cf. gattii	MF34	FungiDB	2268382.0	GCA_009650685.1_Cryp_gatt_MF34	GCA_009650685.1		False	Cryptococcus gattii VGV	basidiomycetes C.gattii VGV (MF34 2019)	https://genome.ucsc.edu/h/GCA_009650685.1
Coprinopsis cinerea #326	INSDC	GCA_016772295.1	no	0	31	0	Coprinopsis cinerea	#326	FungiDB	1132390.0	GCA_016772295.1_ASM1677229v1	GCA_016772295.1		False	Coprinopsis cinerea AmutBmut pab1-1	basidiomycetes C.cinerea (A43mut B43mut pab1-1 #326 2021)	https://genome.ucsc.edu/h/GCA_016772295.1
Curvularia clavata yc1106	INSDC	GCA_023920165.1	yes	0	0	8	Curvularia clavata	yc1106	FungiDB	95742.0	GCA_023920165.1_ASM2392016v1	GCA_023920165.1		False	Curvularia clavata	ascomycetes C.clavata (yc1106 2022)	https://genome.ucsc.edu/h/GCA_023920165.1
Cucumispora dikerogammari Dv6	INSDC	GCA_014805705.1	yes	0	7783	0	Cucumispora dikerogammari	Dv6	MicrosporidiaDB	658444.0	GCA_014805705.1_ASM1480570v1	GCA_014805705.1		False	Cucumispora dikerogammari	microsporidians C.dikerogammari (Dv6 2020)	https://genome.ucsc.edu/h/GCA_014805705.1
Candida duobushaemulonis strain B09383	GenBank	GCA_002926085.1	yes	7	0	0	[Candida] duobushaemulonis	B09383	FungiDB	1231522.0	GCF_002926085.2_CanDuoHae_v1.0	GCA_002926085.1	GCF_002926085.2	True	Candida duobushaemuli	budding yeast C.duobushaemulonis	https://genome.ucsc.edu/h/GCF_002926085.2
Cyberlindnera fabianii 65	INSDC	GCA_001983305.1	yes	0	25	0	Cyberlindnera fabianii	65	FungiDB	36022.0	GCA_001983305.1_ASM198330v1	GCA_001983305.1		False	Cyberlindnera fabianii	budding yeast C.fabianii (65 2017)	https://genome.ucsc.edu/h/GCA_001983305.1
Crithidia fasciculata strain Cf-Cl	GenBank	GCA_000331325.2	yes	0	427	30	Crithidia fasciculata	strain Cf-Cl	TriTrypDB	5656.0	GCA_000331325.2_Crithidia_fasciculata-14.0	GCA_000331325.2		False	Crithidia fasciculata	Crithidia fasciculata (Cf-Cl 2015)	https://genome.ucsc.edu/h/GCA_000331325.2
Candida haemulonis B11899	GenBank	GCA_002926055.1	yes	11	0	0	[Candida] haemuloni	B11899	FungiDB	45357.0	GCF_002926055.2_CanHae_1.0	GCA_002926055.1	GCF_002926055.2	True	Candida haemuli	budding yeast C.haemuloni	https://genome.ucsc.edu/h/GCF_002926055.2
Cladophialophora immunda strain CBS 83496	GenBank	GCA_000835495.1	yes	0	277	0	Cladophialophora immunda	strain CBS 83496	FungiDB	569365.0	GCF_000835495.1_Clad_immu_CBS83496_V1	GCA_000835495.1	GCF_000835495.1	True	Cladophialophora immunda	ascomycetes C.immunda	https://genome.ucsc.edu/h/GCF_000835495.1
Coccidioides immitis WA_211	INSDC	GCA_004115165.2	no	0	62	0	Coccidioides immitis	WA_211	FungiDB	5501.0	GCA_004115165.2_Cimm211_ragoo	GCA_004115165.2		False	Coccidioides immitis	ascomycetes C.immitis (WA_211 2019)	https://genome.ucsc.edu/h/GCA_004115165.2
Cimex lectularius Harlan	INSDC	GCA_000648675.3	yes	1156	417	0	Cimex lectularius	Harlan	VectorBase	79782.0	GCF_000648675.2_Clec_2.1	GCA_000648675.3	GCF_000648675.2	False	Cimex lectularius	bed bug	https://genome.ucsc.edu/h/GCF_000648675.2
Canis lupus familiaris isolate SID07034	INSDC	GCA_014441545.1	yes	0	336	40	Canis lupus	familiaris isolate SID07034	HostDB	9615.0	GCF_014441545.1_ROS_Cfam_1.0	GCA_014441545.1	GCF_014441545.1	False	Canis lupus familiaris	dog (labrador SID07034 2020)	https://genome.ucsc.edu/h/GCF_014441545.1
Candida metapsilosis BP57	INSDC	GCA_017655625.1	yes	0	9	0	Candida metapsilosis	BP57	FungiDB	273372.0	GCA_017655625.1_BP57	GCA_017655625.1		False	Candida metapsilosis	budding yeast C.metapsilosis (2021)	https://genome.ucsc.edu/h/GCA_017655625.1
Cordyceps militaris ATCC 34164	INSDC	GCA_008080495.1	yes	0	0	7	Cordyceps militaris	ATCC 34164	FungiDB	73501.0	GCA_008080495.1_ASM808049v1	GCA_008080495.1		False	Cordyceps militaris	ascomycetes C.militaris (ATCC 34164 2017)	https://genome.ucsc.edu/h/GCA_008080495.1
Cryptococcus neoformans var. grubii H99 2018	INSDC	GCA_003011985.1	no	0	14	0	Cryptococcus neoformans	var. grubii H99 2018	FungiDB	178876.0	GCA_003011985.1_ASM301198v1	GCA_003011985.1		False	Cryptococcus neoformans var. grubii	basidiomycetes C.neoformans var. grubii (H99 2018)	https://genome.ucsc.edu/h/GCA_003011985.1
Cryptococcus neoformans var. grubii KN99	GenBank	GCA_002216725.1	no	0	0	14	Cryptococcus neoformans	var. grubii KN99	FungiDB	178876.0	GCA_002216725.1_ASM221672v1	GCA_002216725.1		False	Cryptococcus neoformans var. grubii	basidiomycetes C.neoformans var. grubii (KN99 2017)	https://genome.ucsc.edu/h/GCA_002216725.1
Cryptococcus neoformans strain:VNII	INSDC	GCA_022832995.1	no	0	0	14	Cryptococcus neoformans	strain:VNII	FungiDB	5207.0	GCA_022832995.1_ASM2283299v1	GCA_022832995.1		False	Cryptococcus neoformans	basidiomycetes C.neoformans (VNII 2022)	https://genome.ucsc.edu/h/GCA_022832995.1
Cavia porcellus 2N	INSDC	GCA_000151735.1	yes	0	3143	0	Cavia porcellus	2N	HostDB	10141.0	GCF_000151735.1_Cavpor3.0	GCA_000151735.1	GCF_000151735.1	False	Cavia porcellus	domestic guinea pig (2N 2008 refseq)	https://genome.ucsc.edu/h/GCF_000151735.1
Candida pseudohaemulonii strain B12108	INSDC	GCA_003013735.1	yes	0	36	0	[Candida] pseudohaemulonis	B12108	FungiDB	418784.0	GCF_003013735.1_Cand_pseudohaemulonii_B12108	GCA_003013735.1	GCF_003013735.1	True	Candida pseudohaemuli	budding yeast C.pseudohaemulonis	https://genome.ucsc.edu/h/GCF_003013735.1
Chrysosporium queenslandicum isolate CBS 280.77	GenBank	GCA_001430955.1	yes	2724	0	0	Chrysosporium queenslandicum	isolate CBS 280.77	FungiDB	264361.0	GCA_001430955.1_ASM143095v1	GCA_001430955.1		False	Chrysosporium queenslandicum	ascomycetes C.queenslandicum (CBS 280.77 2015)	https://genome.ucsc.edu/h/GCA_001430955.1
Culex quinquefasciatus JHB 2020	INSDC	GCA_015732765.1	yes	53	0	3	Culex quinquefasciatus	JHB 2020	VectorBase	7176.0	GCF_015732765.1_VPISU_Cqui_1.0_pri_paternal	GCA_015732765.1	GCF_015732765.1	False	Culex quinquefasciatus	southern house mosquito	https://genome.ucsc.edu/h/GCF_015732765.1
Culex quinquefasciatus Johannesburg	INSDC	GCA_000209185.1	no	0	3171	0	Culex quinquefasciatus	Johannesburg	VectorBase	7176.0	GCF_000209185.1_CulPip1.0	GCA_000209185.1	GCF_000209185.1	True	Culex quinquefasciatus	southern house mosquito (JHB 2007)	https://genome.ucsc.edu/h/GCF_000209185.1
Cryptosporidium ryanae 45019	INSDC	GCA_009792415.2	yes	0	93	0	Cryptosporidium ryanae	45019	CryptoDB	515981.0	GCF_009792415.1_ASM979241v2	GCA_009792415.2	GCF_009792415.1	True	Cryptosporidium ryanae	apicomplexans C.ryanae (45019 2022)	https://genome.ucsc.edu/h/GCF_009792415.1
Candida tropicalis MYA-3404 2020	INSDC	GCA_013177555.1	no	0	0	7	Candida tropicalis	MYA-3404 2020	FungiDB	5482.0	GCA_013177555.1_ASM1317755v1	GCA_013177555.1		False	Candida tropicalis	budding yeast C.tropicalis (MYA-3404 2020)	https://genome.ucsc.edu/h/GCA_013177555.1
Cryptosporidium ubiquitum isolate 39726	GenBank	GCA_001865345.1	yes	39	0	0	Cryptosporidium ubiquitum	isolate 39726	CryptoDB	857276.0	GCF_001865345.1_ASM186534v1	GCA_001865345.1	GCF_001865345.1	True	Cryptosporidium ubiquitum	apicomplexans C.ubiquitum (39726 2016)	https://genome.ucsc.edu/h/GCF_001865345.1
Dermacentor andersoni qqDerAnde1.1	INSDC	GCA_023375915.1	no	0	8198	0	Dermacentor andersoni	qqDerAnde1.1	VectorBase	34620.0	GCA_023375915.1_qqDerAnde1.1_alternate_haplotype	GCA_023375915.1		False	Dermacentor andersoni	mite/tick D.andersoni (qqDerAnde1 alternate hap 2022)	https://genome.ucsc.edu/h/GCA_023375915.1
Dermacentor andersoni qqDerAnde1.2	INSDC	GCF_023375885.1	yes	0	3118	0	Dermacentor andersoni	qqDerAnde1.2	VectorBase	34620.0	GCF_023375885.1_qqDerAnde1.2	GCA_023375885.2	GCF_023375885.1	False	Dermacentor andersoni	mites & ticks D.andersoni (primary hap 2022)	https://genome.ucsc.edu/h/GCF_023375885.1
Debaryomyces fabryi CBS 789	INSDC	GCA_001447935.2	yes	0	534	0	Debaryomyces fabryi	CBS 789	FungiDB	58627.0	GCF_001447935.2_debFab1.1	GCA_001447935.2	GCF_001447935.2	True	Debaryomyces fabryi	budding yeast D.fabryi	https://genome.ucsc.edu/h/GCF_001447935.2
Drosophila melanogaster iso-1	INSDC	GCA_000001215.4	yes	0	1862	7	Drosophila melanogaster	iso-1	VectorBase	7227.0	GCF_000001215.4_Release_6_plus_ISO1_MT	GCA_000001215.4	GCF_000001215.4	True	Drosophila melanogaster	fly D.melanogaster	https://genome.ucsc.edu/h/GCF_000001215.4
Dictyocoela muelleri Ou54	INSDC	GCA_016256075.1	yes	0	11522	0	Dictyocoela muelleri	Ou54	MicrosporidiaDB	279532.0	GCA_016256075.1_ASM1625607v1	GCA_016256075.1		False	Dictyocoela muelleri	microsporidians D.muelleri (Ou54 2020)	https://genome.ucsc.edu/h/GCA_016256075.1
Dictyocoela roeselum Ou19	INSDC	GCA_016255985.1	yes	0	1033	0	Dictyocoela roeselum	Ou19	MicrosporidiaDB	288439.0	GCA_016255985.1_ASM1625598v1	GCA_016255985.1		False	Dictyocoela roeselum	microsporidians D.roeselum (Ou19 2020)	https://genome.ucsc.edu/h/GCA_016255985.1
Diutina rugosa CBS 613	INSDC	GCA_008704595.1	yes	0	169	0	Diutina rugosa	CBS 613	FungiDB	5481.0	GCF_008704595.1_ASM870459v1	GCA_008704595.1	GCF_008704595.1	True	Diutina rugosa	budding yeast D.rugosa	https://genome.ucsc.edu/h/GCF_008704595.1
Dermacentor silvarum Dsil-2018	INSDC	GCA_013339745.2	yes	0	1653	11	Dermacentor silvarum	Dsil-2018	VectorBase	543639.0	GCF_013339745.2_BIME_Dsil_1.4	GCA_013339745.2	GCF_013339745.2	False	Dermacentor silvarum	mites & ticks D.silvarum (v2 Dsil-2018 2022)	https://genome.ucsc.edu/h/GCF_013339745.2
Eimeria acervulina Houghton	GenBank	GCA_000499425.1	yes	0	3415	0	Eimeria acervulina	Houghton	ToxoDB	5801.0	GCF_000499425.1_EAH001	GCA_000499425.1	GCF_000499425.1	True	Eimeria acervulina	apicomplexans E.acervulina (Houghton 2013)	https://genome.ucsc.edu/h/GCF_000499425.1
Emergomyces africanus CBS 136260	INSDC	GCA_001660665.1	yes	0	4444	0	Emergomyces africanus	CBS 136260	FungiDB	1955775.0	GCA_001660665.1_Emmo_afri_EA111	GCA_001660665.1		False	Emergomyces africanus	ascomycetes E.africanus (CBS 136260 2016)	https://genome.ucsc.edu/h/GCA_001660665.1
Enterospora canceri strain GB1	GenBank	GCA_002087915.1	yes	537	0	0	Enterospora canceri	strain GB1	MicrosporidiaDB	1081671.0	GCA_002087915.1_ASM208791v1	GCA_002087915.1		False	Enterospora canceri	microsporidians E.canceri (GB1 2017)	https://genome.ucsc.edu/h/GCA_002087915.1
Encephalitozoon hellem Swiss	GenBank	GCA_018342045.1	no	0	32	0	Encephalitozoon hellem	Swiss	MicrosporidiaDB	27973.0	GCA_018342045.1_Swiss_hellem_version_1	GCA_018342045.1		False	Encephalitozoon hellem	microsporidians E.hellem (Swiss 2021)	https://genome.ucsc.edu/h/GCA_018342045.1
Enterocytozoon hepatopenaei EHP-ID16	INSDC	GCA_003709115.1	no	0	162	0	Enterocytozoon hepatopenaei	EHP-ID16	MicrosporidiaDB	646526.0	GCA_003709115.1_ASM370911v1	GCA_003709115.1		False	Ecytonucleospora hepatopenaei	microsporidians E.hepatopenaei (EHP-ID16 2018)	https://genome.ucsc.edu/h/GCA_003709115.1
Enterocytozoon hepatopenaei strain TH1	GenBank	GCA_002081675.1	yes	62	0	0	Enterocytozoon hepatopenaei	strain TH1	MicrosporidiaDB	646526.0	GCA_002081675.1_ASM208167v1	GCA_002081675.1		False	Ecytonucleospora hepatopenaei	microsporidians E.hepatopenaei (TH1 2017)	https://genome.ucsc.edu/h/GCA_002081675.1
Eimeria maxima Weybridge	GenBank	GCA_000499605.1	yes	0	3564	0	Eimeria maxima	Weybridge	ToxoDB	5804.0	GCF_000499605.1_EMW001	GCA_000499605.1	GCF_000499605.1	True	Eimeria maxima	apicomplexans E.maxima (Weybridge 2013)	https://genome.ucsc.edu/h/GCF_000499605.1
Exophiala mesophila strain CBS 40295	GenBank	GCA_000836275.1	yes	0	9	0	Exophiala mesophila	strain CBS 40295	FungiDB	212818.0	GCF_000836275.1_Exop_meso_CBS40295_V1	GCA_000836275.1	GCF_000836275.1	True	Exophiala mesophila	ascomycetes E.mesophila	https://genome.ucsc.edu/h/GCF_000836275.1
Eimeria mitis Houghton	GenBank	GCA_000499745.2	yes	0	15978	0	Eimeria mitis	Houghton	ToxoDB	44415.0	GCF_000499745.2_EMH001	GCA_000499745.2	GCF_000499745.2	True	Eimeria mitis	apicomplexans E.mitis (Houghton 2013)	https://genome.ucsc.edu/h/GCF_000499745.2
Endotrypanum monterogeii strain LV88	GenBank	GCA_000333855.2	yes	0	1925	36	Endotrypanum monterogeii	strain LV88	TriTrypDB	5705.0	GCA_000333855.2_Endotrypanum_monterogeii-LV88-1.0.3	GCA_000333855.2		False	Endotrypanum monterogeii	Endotrypanum monterogeii (LV88 2016)	https://genome.ucsc.edu/h/GCA_000333855.2
Eimeria necatrix Houghton	GenBank	GCA_000499385.1	yes	0	3707	0	Eimeria necatrix	Houghton	ToxoDB	51315.0	GCF_000499385.1_ENH001	GCA_000499385.1	GCF_000499385.1	True	Eimeria necatrix	apicomplexans E.necatrix (Houghton 2013)	https://genome.ucsc.edu/h/GCF_000499385.1
Exophiala oligosperma strain CBS 72588	GenBank	GCA_000835515.1	yes	0	143	0	Exophiala oligosperma	strain CBS 72588	FungiDB	215243.0	GCF_000835515.1_Exop_olig_CBS72588_V1	GCA_000835515.1	GCF_000835515.1	True	Exophiala oligosperma	ascomycetes E.oligosperma	https://genome.ucsc.edu/h/GCF_000835515.1
Emergomyces orientalis 5z489	INSDC	GCA_002110485.1	yes	0	108	0	Emergomyces orientalis	5z489	FungiDB	1972497.0	GCA_002110485.1_ASM211048v1	GCA_002110485.1		False	Emergomyces orientalis	ascomycetes E.orientalis (5z489 2017)	https://genome.ucsc.edu/h/GCA_002110485.1
Exophiala spinifera CBS 89968	INSDC	GCA_000836115.1	yes	0	28	0	Exophiala spinifera	CBS 89968	FungiDB	91928.0	GCF_000836115.1_Exop_spin_CBS89968_V1	GCA_000836115.1	GCF_000836115.1	True	Exophiala spinifera	ascomycetes E.spinifera	https://genome.ucsc.edu/h/GCF_000836115.1
Fusarium circinatum NRRL 25331	INSDC	GCA_013396185.1	yes	0	1222	0	Fusarium circinatum	NRRL 25331	FungiDB	48490.0	GCA_013396185.1_ASM1339618v1	GCA_013396185.1		False	Fusarium circinatum	ascomycetes F.circinatum (NRRL 25331 2020)	https://genome.ucsc.edu/h/GCA_013396185.1
Fusarium graminearum DAOM 233423	INSDC	GCA_000966635.1	no	0	869	0	Fusarium graminearum	DAOM 233423	FungiDB	5518.0	GCA_000966635.1_Fus_gra_233423_v1	GCA_000966635.1		False	Fusarium graminearum	ascomycetes F.graminearum (233423 2015)	https://genome.ucsc.edu/h/GCA_000966635.1
Fusarium mangiferae MRC7560	INSDC	GCA_900044065.1	yes	0	254	0	Fusarium mangiferae	MRC7560	FungiDB	192010.0	GCF_900044065.1_Genome_assembly_version_1	GCA_900044065.1	GCF_900044065.1	True	Fusarium mangiferae	ascomycetes F.mangiferae MRC7560	https://genome.ucsc.edu/h/GCF_900044065.1
Fusarium odoratissimum strain race 4	GenBank	GCA_000350365.1	yes	0	840	0	Fusarium odoratissimum	strain race 4	FungiDB	2502994.0	GCA_000350365.1_Foc4_1.0	GCA_000350365.1		False	Fusarium odoratissimum	ascomycetes F.odoratissimum (race 4 2013)	https://genome.ucsc.edu/h/GCA_000350365.1
Fusarium proliferatum strain NRRL62905	GenBank	GCA_900029915.1	no	155	0	0	Fusarium proliferatum	strain NRRL62905	FungiDB	948311.0	GCA_900029915.1_F._proliferatum_NRRL62905_version_1	GCA_900029915.1		False	Fusarium proliferatum	ascomycetes F.proliferatum (NRRL62905 2016)	https://genome.ucsc.edu/h/GCA_900029915.1
Fusarium solani FSSC 5 MPI-SDFR-AT-0091	INSDC	GCF_020744495.1	yes	0	74	0	Fusarium solani	FSSC 5 MPI-SDFR-AT-0091	FungiDB	169388.0	GCF_020744495.1_Fusso1	GCA_020744495.1	GCF_020744495.1	True	Fusarium solani	ascomycetes F.solani	https://genome.ucsc.edu/h/GCF_020744495.1
Giardia Assemblage A isolate WB 2019	INSDC	GCA_000002435.2	yes	0	30	5	Giardia Assemblage A	isolate WB 2019	GiardiaDB	5741.0	GCF_000002435.2_UU_WB_2.1	GCA_000002435.2	GCF_000002435.2	True	Giardia intestinalis	diplomonads (WB C6 2019)	https://genome.ucsc.edu/h/GCF_000002435.2
Glossina austeni TTRI	INSDC	GCA_000688735.1	yes	0	2205	0	Glossina austeni	TTRI	VectorBase	7395.0	GCA_000688735.1_Glossina_austeni-1.0.3	GCA_000688735.1		False	Glossina austeni	tsetse fly G.austeni (2014)	https://genome.ucsc.edu/h/GCA_000688735.1
Glossina brevipalpis IAEA	INSDC	GCA_000671755.1	yes	0	1651	0	Glossina brevipalpis	IAEA	VectorBase	37001.0	GCA_000671755.1_Glossina_brevipalpis_1.0.3	GCA_000671755.1		False	Glossina brevipalpis	tsetse fly G.brevipalpis (2014)	https://genome.ucsc.edu/h/GCA_000671755.1
Glossina fuscipes IAEA	INSDC	GCA_000671735.1	no	0	2395	0	Glossina fuscipes	IAEA	VectorBase	201502.0	GCA_000671735.1_Glossina_fuscipes-3.0.2	GCA_000671735.1		False	Glossina fuscipes fuscipes	tsetse fly G.fuscipes fuscipes (2014)	https://genome.ucsc.edu/h/GCA_000671735.1
Glossina fuscipes IAEA 2018	INSDC	GCA_014805625.1	yes	0	7986	0	Glossina fuscipes	IAEA 2018	VectorBase	7396.0	GCF_014805625.2_Yale_Gfus_2	GCA_014805625.1	GCF_014805625.2	False	Glossina fuscipes	tsetse fly (v2 IAEA_lab_2018 2020)	https://genome.ucsc.edu/h/GCF_014805625.2
Gallus gallus isolate bGalGal1	INSDC	GCF_016699485.2	yes	0	172	41	Gallus gallus	isolate bGalGal1	HostDB	9031.0	GCF_016699485.2_bGalGal1.mat.broiler.GRCg7b	GCA_016699485.1	GCF_016699485.2	True	Gallus gallus	chicken white leghorn layer X broiler (broiler haplotype 2021 v2 2021)	https://genome.ucsc.edu/h/GCF_016699485.2
Glossina morsitans Yale	INSDC	GCA_001077435.1	yes	0	13807	0	Glossina morsitans	Yale	VectorBase	37546.0	GCA_001077435.1_ASM107743v1	GCA_001077435.1		False	Glossina morsitans morsitans	tsetse fly G.morsitans morsitans (Yale 2014)	https://genome.ucsc.edu/h/GCA_001077435.1
Gregarina niphandrodes Unknown strain	GenBank	GCA_000223845.4	yes	0	469	0	Gregarina niphandrodes	Unknown strain	CryptoDB	110365.0	GCF_000223845.1_GNI3	GCA_000223845.4	GCF_000223845.1	True	Gregarina niphandrodes	apicomplexans G.niphandrodes (2014)	https://genome.ucsc.edu/h/GCF_000223845.1
Glossina pallidipes IAEA	INSDC	GCA_000688715.1	yes	0	1726	0	Glossina pallidipes	IAEA	VectorBase	7398.0	GCA_000688715.1_Glossina_pallidipes-1.0.3	GCA_000688715.1		False	Glossina pallidipes	tsetse fly G.pallidipes (2014)	https://genome.ucsc.edu/h/GCA_000688715.1
Glossina palpalis IAEA	INSDC	GCA_000818775.1	yes	0	3926	0	Glossina palpalis	IAEA	VectorBase	67801.0	GCA_000818775.1_Glossina_palpalis_gambiensis-2.0.1	GCA_000818775.1		False	Glossina palpalis gambiensis	tsetse fly G.palpalis gambiensis (146720 2015)	https://genome.ucsc.edu/h/GCA_000818775.1
Histoplasma capsulatum G184AR	INSDC	GCA_017607465.1	no	0	11	0	Histoplasma capsulatum	G184AR	FungiDB	5037.0	GCA_017607465.1_ASM1760746v1	GCA_017607465.1		False	Histoplasma capsulatum	ascomycetes H.capsulatum (G184AR 2021)	https://genome.ucsc.edu/h/GCA_017607465.1
Histoplasma capsulatum WU24	INSDC	GCA_017310585.1	no	0	0	7	Histoplasma capsulatum	WU24	FungiDB	5037.0	GCA_017310585.1_ASM1731058v1	GCA_017310585.1		False	Histoplasma capsulatum	ascomycetes H.capsulatum (WU24 2021)	https://genome.ucsc.edu/h/GCA_017310585.1
Hepatospora eriocheir strain GB1	GenBank	GCA_002087885.1	yes	1300	0	0	Hepatospora eriocheir	strain GB1	MicrosporidiaDB	1081669.0	GCA_002087885.1_ASM208788v1	GCA_002087885.1		False	Hepatospora eriocheir	microsporidians H.eriocheir (GB1 2017)	https://genome.ucsc.edu/h/GCA_002087885.1
Hepatospora eriocheir strain canceri	GenBank	GCA_002087875.1	no	2344	0	0	Hepatospora eriocheir	strain canceri	MicrosporidiaDB	1081669.0	GCA_002087875.1_ASM208787v1	GCA_002087875.1		False	Hepatospora eriocheir	microsporidians H.eriocheir (canceri 2017)	https://genome.ucsc.edu/h/GCA_002087875.1
Hanseniaspora guilliermondii strain UTAD222	INSDC	GCA_900119595.1	yes	0	208	0	Hanseniaspora guilliermondii	strain UTAD222	FungiDB	56406.0	GCA_900119595.1_version_1	GCA_900119595.1		False	Hanseniaspora guilliermondii	budding yeast H.guilliermondii (UTAD222 2016)	https://genome.ucsc.edu/h/GCA_900119595.1
Hammondia hammondi strain H.H.34	GenBank	GCA_000258005.2	yes	0	14860	0	Hammondia hammondi	strain H.H.34	ToxoDB	99158.0	GCF_000258005.1_HHA1_v02	GCA_000258005.2	GCF_000258005.1	True	Hammondia hammondi	apicomplexans H.hammondi (H.H.34 2014)	https://genome.ucsc.edu/h/GCF_000258005.1
